slug,name,city,country,hotel_company,current_url,new_image_url,image_status
hotel-boutique-casa-colonial-beach-spa-dominican-republic,"Hotel Boutique Casa Colonial Beach & Spa","Puerto Plata",Dominican Republic,"",https://media.virtuoso.com/m/Images/Brochures/4607_2_18_0312.jpg,,
hotel-byblos-st-tropez-france,"Hotel Byblos St. Tropez","St. Tropez",France,"",https://media.virtuoso.com/m/Images/Brochures/4286_2_0_0312.jpg,,
hotel-byron-italy,"Hotel Byron","Forte Dei Marmi",Italy,"",https://media.virtuoso.com/m/Images/Brochures/3794_2_0_0311.jpg,,
hotel-caf-royal-london-united-kingdom,"Hotel Café Royal, London","London",United Kingdom,"",https://media.virtuoso.com/m/Images/Brochures/15653965_2_0_0306.jpg,,
hotel-casa-pestagua-colombia,"Hotel Casa Pestagua","Cartagena",Colombia,"",https://media.virtuoso.com/m/Images/Brochures/16930080_2_0_0309.jpg,,
hotel-chais-monnet-spa-france,"Hotel Chais Monnet & Spa","Cognac",France,"",https://media.virtuoso.com/m/Images/Brochures/15782793_2_1_0306.jpg,,
hotel-crillon-le-brave-france,"Hotel Crillon le Brave","Crillon-le-brave",France,"",https://media.virtuoso.com/m/Images/Brochures/16393441_2_0_0308.jpg,,
hotel-dinghilterra-starhotels-collezione-italy,"Hotel d'Inghilterra, Starhotels Collezione","Rome",Italy,"",https://media.virtuoso.com/m/Images/Brochures/18268386_2_5_0312.jpg,,
hotel-danieli-venice-italy,"Hotel Danieli, Venice","Venice",Italy,"",https://media.virtuoso.com/m/Images/Brochures/6872896_2_0_0314.jpg,,
hotel-de-paris-monte-carlo-monaco,"Hotel de Paris Monte-Carlo","Monte-Carlo",Monaco,"",https://media.virtuoso.com/m/Images/Brochures/3852_2_0_0319.jpg,,
htel-de-paris-saint-tropez-france,"Hôtel de Paris Saint-Tropez","St. Tropez",France,"",https://media.virtuoso.com/m/Images/Brochures/16393428_2_0_0307.jpg,,
hotel-eden-roc-switzerland,"Hotel Eden Roc","Ascona",Switzerland,"",https://media.virtuoso.com/m/Images/Brochures/3828_2_22_0224.jpg,,
hotel-esencia-mexico,"Hotel Esencia","Playa del Carmen",Mexico,"",https://media.virtuoso.com/m/Images/Brochures/4243_2_0_0309.jpg,,
hotel-jackson-united-states,"Hotel Jackson","Jackson",United States,"",https://media.virtuoso.com/m/Images/Brochures/16320081_2_0_0312.jpg,,
hotel-kamp-finland,"Hotel Kamp","Helsinki",Finland,"",https://media.virtuoso.com/m/Images/Brochures/15422578_2_0_0223.jpg,,
hotel-nassauer-hof-germany,"Hotel Nassauer Hof","Wiesbaden",Germany,"",https://media.virtuoso.com/m/Images/Brochures/18088109_2_0_0304.jpg,,
hotel-plaza-e-de-russie-italy,"Hotel Plaza e de Russie","Viareggio",Italy,"",https://media.virtuoso.com/m/Images/Brochures/16114549_2_0_0227.jpg,,
hotel-sanders-denmark,"Hotel Sanders","Copenhagen",Denmark,"",https://media.virtuoso.com/m/Images/Brochures/15816482_2_0_0314.jpg,,
hotel-splendide-royal-paris-france,"Hotel Splendide Royal Paris","Paris",France,"",https://media.virtuoso.com/m/Images/Brochures/15739301_2_1_0223.jpg,,
house-of-jasmines-argentina,"House of Jasmines","Salta",Argentina,"",https://media.virtuoso.com/m/Images/Brochures/9980131_2_0_0224.jpg,,
il-san-corrado-di-noto-italy,"Il San Corrado di Noto","Noto",Italy,"",https://media.virtuoso.com/m/Images/Brochures/18074651_2_0_0311.jpg,,
il-san-pietro-di-positano-italy,"Il San Pietro di Positano","Positano",Italy,"",https://media.virtuoso.com/m/Images/Brochures/4454_2_0_0311.jpg,,
inn-by-the-sea-united-states,"Inn by the Sea","Cape Elizabeth",United States,"",https://media.virtuoso.com/m/Images/Brochures/66253_2_0_0312.jpg,,
jackalope-hotel-australia,"Jackalope Hotel","Melbourne",Australia,"",https://media.virtuoso.com/m/Images/Brochures/15632458_2_0_0222.jpg,,
jade-mountain-saint-lucia,"Jade Mountain","Soufrière",Saint Lucia,"",https://media.virtuoso.com/m/Images/Brochures/6105250_2_0_0313.jpg,,
joali-being-maldives,"JOALI BEING","Malé",Maldives,"",https://media.virtuoso.com/m/Images/Brochures/16255745_2_0_0224.jpg,,
kamalaya-koh-samui-thailand,"Kamalaya Koh Samui","Koh Samui, Surat Thani",Thailand,"",https://media.virtuoso.com/m/Images/Brochures/16404535_2_0_0301.jpg,,
katikies-garden-greece,"Katikies Garden","Santorini",Greece,"",https://media.virtuoso.com/m/Images/Brochures/16702533_2_0_0311.jpg,,
keswick-hall-united-states,"Keswick Hall","Keswick",United States,"",https://media.virtuoso.com/m/Images/Brochures/3966_2_16_0316.jpg,,
king-david-jerusalem-israel,"King David Jerusalem","Jerusalem",Israel,"",https://media.virtuoso.com/m/Images/Brochures/6889238_2_0_0314.jpg,,
kinsterna-hotel-greece,"Kinsterna Hotel","Monemvasía",Greece,"",https://media.virtuoso.com/m/Images/Brochures/18340014_2_0_0301.jpg,,
kisawa-sanctuary-mozambique,"Kisawa Sanctuary","Vilanculos",Mozambique,"",https://media.virtuoso.com/m/Images/Brochures/16477754_2_0_0305.jpg,,
kulm-hotel-st-moritz-switzerland,"Kulm Hotel St. Moritz","St. Moritz",Switzerland,"",https://media.virtuoso.com/m/Images/Brochures/15551970_2_0_0313.jpg,,
lauberge-de-sedona-united-states,"L'Auberge de Sedona","Sedona",United States,"",https://media.virtuoso.com/m/Images/Brochures/4256_2_33_0316.jpg,,
la-bouitte-france,"La Bouitte","Saint-Martin-de-Belleville",France,"",https://media.virtuoso.com/m/Images/Brochures/15801636_2_0_0224.jpg,,
la-corte-dei-papi-italy,"La Corte Dei Papi","Cortona",Italy,"",https://media.virtuoso.com/m/Images/Brochures/16199719_2_0_0301.jpg,,
la-fiermontina-luxury-home-italy,"La Fiermontina Luxury Home","Lecce",Italy,"",https://media.virtuoso.com/m/Images/Brochures/18385738_2_0_0316.jpg,,
la-meridiana-relais-chateaux-italy,"La Meridiana Relais & Chateaux","Garlenda",Italy,"",https://media.virtuoso.com/m/Images/Brochures/15457469_2_0_0310.jpg,,
la-posta-vecchia-hotel-italy,"La Posta Vecchia Hotel","Rome",Italy,"",https://media.virtuoso.com/m/Images/Brochures/3967_2_0_0313.jpg,,
la-sultana-oualidia-morocco,"La Sultana Oualidia","Oualidia",Morocco,"",https://media.virtuoso.com/m/Images/Brochures/18103396_2_20_0301.jpg,,
ladera-resort-saint-lucia,"Ladera Resort","Soufrière",Saint Lucia,"",https://media.virtuoso.com/m/Images/Brochures/4130_2_6_0312.jpg,,
lake-placid-lodge-united-states,"Lake Placid Lodge","Lake Placid",United States,"",,,
le-couvent-des-minimes-un-hotel-spa-loccitane-en-provence-france,"Le Couvent des Minimes un Hotel & SPA L’Occitane en Provence","Mane",France,"",https://media.virtuoso.com/m/Images/Brochures/4457_2_0_0311.jpg,,
le-domaine-du-mas-de-pierre-france,"Le Domaine du Mas de Pierre","Saint Paul de Vence",France,"",https://media.virtuoso.com/m/Images/Brochures/16585530_2_0_0310.jpg,,
lesante-cape-greece,"Lesante Cape","Zakynthos",Greece,"",https://media.virtuoso.com/m/Images/Brochures/17901845_2_0_0224.jpg,,
live-aqua-san-miguel-de-allende-mexico,"Live Aqua San Miguel de Allende","San Miguel de Allende",Mexico,"",https://media.virtuoso.com/m/Images/Brochures/16326634_2_0_0307.jpg,,
llao-llao-resort-golf-spa-argentina,"Llao Llao Resort, Golf & Spa","Bariloche",Argentina,"",https://media.virtuoso.com/m/Images/Brochures/4002_2_0_0306.jpg,,
los-cauquenes-resort-spa-experiences-argentina,"Los Cauquenes Resort + Spa + Experiences","Ushuaia",Argentina,"",https://media.virtuoso.com/m/Images/Brochures/6879105_2_0_0314.jpg,,
macakizi-turkey,"Macakizi","Bodrum",Turkey,"",https://media.virtuoso.com/m/Images/Brochures/16174690_2_17_0311.jpg,,
manna-greece,"MANNA","Magouliana",Greece,"",https://media.virtuoso.com/m/Images/Brochures/18048737_2_0_0311.jpg,,
manoir-hovey-canada,"Manoir Hovey","North Hatley",Canada,"",https://media.virtuoso.com/m/Images/Brochures/12091209_2_0_0301.jpg,,
marina-bay-sands-singapore,"Marina Bay Sands","Singapore",Singapore,"",,,
mashpi-lodge-ecuador,"Mashpi Lodge","Quito",Ecuador,"",https://media.virtuoso.com/m/Images/Brochures/12041365_2_0_0310.jpg,,
masseria-san-domenico-italy,"Masseria San Domenico","Savelletri Di Fasano",Italy,"",https://media.virtuoso.com/m/Images/Brochures/3976_2_25_0311.jpg,,
meadowood-napa-valley-united-states,"Meadowood Napa Valley","Napa",United States,"",https://media.virtuoso.com/m/Images/Brochures/3780_2_2_0228.jpg,,
motu-nao-nao-french-polynesia,"Motu Nao Nao","Tumaraa",French Polynesia,"",https://media.virtuoso.com/m/Images/Brochures/16692369_2_0_0226.jpg,,
mykonos-grand-hotel-resort-greece,"Mykonos Grand Hotel & Resort","Mykonos",Greece,"",https://media.virtuoso.com/m/Images/Brochures/15883196_2_0_0226.jpg,,
nimb-denmark,"Nimb","Copenhagen",Denmark,"",https://media.virtuoso.com/m/Images/Brochures/4374_2_0_0310.jpg,,
nos-santorini-greece,"NOŪS Santorini","Santorini",Greece,"",https://media.virtuoso.com/m/Images/Brochures/16571538_2_64_0307.jpg,,
o2-beach-club-spa-barbados,"O2 Beach Club & Spa","Christ Church",Barbados,"",https://media.virtuoso.com/m/Images/Brochures/16930957_2_0_0310.jpg,,
ocean-house-united-states,"Ocean House","Watch Hill",United States,"",https://media.virtuoso.com/m/Images/Brochures/6160153_2_0_0318.jpg,,
ojai-valley-inn-united-states,"Ojai Valley Inn","Ojai",United States,"",https://media.virtuoso.com/m/Images/Brochures/4488_2_0_0311.jpg,,
olissippo-lapa-palace-portugal,"Olissippo Lapa Palace","Lisbon",Portugal,"",https://media.virtuoso.com/m/Images/Brochures/4263_2_0_0309.jpg,,
our-habitas-bacalar-mexico,"Our Habitas Bacalar","Bacalar",Mexico,"",https://media.virtuoso.com/m/Images/Brochures/16585527_2_0_0310.jpg,,
palais-coburg-residenz-austria,"Palais Coburg Residenz","Vienna",Austria,"",https://media.virtuoso.com/m/Images/Brochures/15552848_2_0_0309.jpg,,
palazzo-avino-italy,"Palazzo Avino","Ravello",Italy,"",https://media.virtuoso.com/m/Images/Brochures/4312_2_47_0310.jpg,,
palazzo-fiuggi-italy,"Palazzo Fiuggi","Fiuggi",Italy,"",https://media.virtuoso.com/m/Images/Brochures/16383205_2_2_0221.jpg,,
palazzo-seneca-italy,"Palazzo Seneca","Norcia",Italy,"",https://media.virtuoso.com/m/Images/Brochures/11649134_2_0_0222.jpg,,
palazzo-venart-luxury-hotel-italy,"Palazzo Venart Luxury Hotel","Venice",Italy,"",https://media.virtuoso.com/m/Images/Brochures/16752131_2_0_0314.jpg,,
paradero-todos-santos-mexico,"Paradero Todos Santos","El Pescadero",Mexico,"",https://media.virtuoso.com/m/Images/Brochures/18048733_2_0_0309.jpg,,
parador-of-santiago-de-compostela-spain,"Parador of Santiago de Compostela","Santiago De Compostela",Spain,"",https://media.virtuoso.com/m/Images/Brochures/213011_2_0_0312.jpg,,
passalacqua-italy,"Passalacqua","Como",Italy,"",https://media.virtuoso.com/m/Images/Brochures/16360291_2_0_0224.jpg,,
petra-segreta-resort-spa-italy,"Petra Segreta Resort & Spa","San Pantaleo, Sardinia, Italy",Italy,"",https://media.virtuoso.com/m/Images/Brochures/18231287_2_0_0326.jpg,,
porto-zante-villas-spa-greece,"Porto Zante Villas & Spa","Zakynthos",Greece,"",https://media.virtuoso.com/m/Images/Brochures/15634696_2_0_0306.jpg,,
principe-forte-dei-marmi-italy,"Principe Forte dei Marmi","Forte Dei Marmi",Italy,"",https://media.virtuoso.com/m/Images/Brochures/15450335_2_0_0310.jpg,,
qualia-great-barrier-reef-australia,"qualia, Great Barrier Reef","Whitsundays",Australia,"",https://media.virtuoso.com/m/Images/Brochures/3734_2_8_0227.jpg,,
rakxa-integrative-wellness-thailand,"RAKxa Integrative Wellness","Phra Pradaeng",Thailand,"",https://media.virtuoso.com/m/Images/Brochures/16641081_2_0_0311.jpg,,
rancho-santana-nicaragua,"Rancho Santana","Popoyo",Nicaragua,"",https://media.virtuoso.com/m/Images/Brochures/18074760_2_1_0301.jpg,,
relais-roncolo-1888-italy,"Relais Roncolo 1888","Quattro Castella",Italy,"",https://media.virtuoso.com/m/Images/Brochures/18374927_2_0_0318.jpg,,
ritz-paris-france,"Ritz Paris","Paris",France,"",https://media.virtuoso.com/m/Images/Brochures/3805_2_0_0228.jpg,,
rockresorts-the-arrabelle-at-vail-square-united-states,"RockResorts - The Arrabelle at Vail Square","Vail",United States,"",https://media.virtuoso.com/m/Images/Brochures/4395_2_0_0311.jpg,,
romeo-hotel-italy,"Romeo hotel","Naples",Italy,"",https://media.virtuoso.com/m/Images/Brochures/848462_2_0_0312.jpg,,
rosapetra-spa-resort-italy,"Rosapetra Spa Resort","Cortina D'ampezzo",Italy,"",https://media.virtuoso.com/m/Images/Brochures/18273695_2_0_0309.jpg,,
rosselli-ax-privilege-malta,"Rosselli AX Privilege","Valletta",Malta,"",https://media.virtuoso.com/m/Images/Brochures/18089362_2_0_0309.jpg,,
san-canzian-hotel-residences-croatia,"San Canzian Hotel & Residences","Buje",Croatia,"",https://media.virtuoso.com/m/Images/Brochures/16930093_2_0_0224.jpg,,
san-ysidro-ranch-united-states,"San Ysidro Ranch","Santa Barbara",United States,"",https://media.virtuoso.com/m/Images/Brochures/4180_2_0_0309.jpg,,
sani-asterias-at-sani-resort-greece,"Sani Asterias at Sani Resort","Kassándra",Greece,"",https://media.virtuoso.com/m/Images/Brochures/15573350_2_0_0224.jpg,,
santa-monica-proper-united-states,"Santa Monica Proper","Santa Monica",United States,"",https://media.virtuoso.com/m/Images/Brochures/16907107_2_0_0225.jpg,,
saxon-hotel-villas-spa-south-africa,"Saxon Hotel, Villas & Spa","Johannesburg",South Africa,"",https://media.virtuoso.com/m/Images/Brochures/4562_2_0_0311.jpg,,
selman-marrakech-morocco,"Selman Marrakech","Marrakech",Morocco,"",https://media.virtuoso.com/m/Images/Brochures/16383241_2_5_0312.jpg,,
sommerro-norway,"Sommerro","Oslo",Norway,"",https://media.virtuoso.com/m/Images/Brochures/16780947_2_0_0315.jpg,,
songtsam-linka-retreat-lhasa-china,"Songtsam Linka Retreat Lhasa","Lhasa, Tibet",China,"",https://media.virtuoso.com/m/Images/Brochures/16429645_2_0_0226.jpg,,
sonora-resort-canada-canada,"Sonora Resort Canada","Sonora Island",Canada,"",https://media.virtuoso.com/m/Images/Brochures/5597880_2_0_0315.jpg,,
southall-farm-inn-united-states,"Southall Farm & Inn","Franklin",United States,"",https://media.virtuoso.com/m/Images/Brochures/16707492_2_18_0305.jpg,,
spicers-peak-lodge-australia,"Spicers Peak Lodge","Maryvale",Australia,"",https://media.virtuoso.com/m/Images/Brochures/16389589_2_1_0221.jpg,,
st-nicolas-bay-resort-hotel-villas-greece,"St. Nicolas Bay Resort Hotel & Villas","Agios Nikolaos",Greece,"",https://media.virtuoso.com/m/Images/Brochures/16767574_2_0_0314.jpg,,
steigenberger-icon-frankfurter-hof-germany,"Steigenberger Icon Frankfurter Hof","Frankfurt am Main",Germany,"",https://media.virtuoso.com/m/Images/Brochures/16393424_2_0_0305.jpg,,
steigenberger-icon-wiltchers-belgium,"Steigenberger Icon Wiltcher's","Brussels",Belgium,"",https://media.virtuoso.com/m/Images/Brochures/15658702_2_17_0307.jpg,,
sundance-mountain-resort-united-states,"Sundance Mountain Resort","Provo",United States,"",https://media.virtuoso.com/m/Images/Brochures/4296_2_0_0310.jpg,,
sur-mesure-private-homes-france,"Sur-Mesure Private Homes","Andilly",France,"",https://media.virtuoso.com/m/Images/Brochures/18333788_2_0_0318.jpg,,
terre-blanche-htel-spa-golf-resort-france,"Terre Blanche Hôtel Spa Golf Resort","Tourrettes",France,"",https://media.virtuoso.com/m/Images/Brochures/3871_2_0_0304.jpg,,
the-amauris-vienna-austria,"The Amauris Vienna","Vienna",Austria,"",https://media.virtuoso.com/m/Images/Brochures/18052948_2_0_0315.jpg,,
the-artist-grand-hotel-of-art-spain,"The Artist Grand Hotel of Art","Bilbao",Spain,"",https://media.virtuoso.com/m/Images/Brochures/6946547_2_16_0314.jpg,,
the-calile-brisbane-australia,"The Calile Brisbane","Fortitude Valley",Australia,"",https://media.virtuoso.com/m/Images/Brochures/17906048_2_0_0223.jpg,,
the-charleston-place-united-states,"The Charleston Place","Charleston",United States,"",https://media.virtuoso.com/m/Images/Brochures/3398_2_11_0227.jpg,,
the-europe-hotel-resort-ireland,"The Europe Hotel & Resort","Killarney",Ireland,"",https://media.virtuoso.com/m/Images/Brochures/16503239_2_0_0302.jpg,,
the-grand-york-united-kingdom,"The Grand, York","York",United Kingdom,"",https://media.virtuoso.com/m/Images/Brochures/16021349_2_4_0226.jpg,,
the-greenwich-hotel-united-states,"The Greenwich Hotel","New York City",United States,"",https://media.virtuoso.com/m/Images/Brochures/6606584_2_4_0314.jpg,,
the-hay-adams-united-states,"The Hay-Adams","Washington",United States,"",https://media.virtuoso.com/m/Images/Brochures/4599_2_0_0312.jpg,,
the-hazelton-hotel-canada,"The Hazelton Hotel","Toronto",Canada,"",https://media.virtuoso.com/m/Images/Brochures/3964_2_0_0316.jpg,,
the-hermitage-hotel-nashville-united-states,"The Hermitage Hotel Nashville","Nashville",United States,"",https://media.virtuoso.com/m/Images/Brochures/3736_2_7_0227.jpg,,
the-huntington-hotel-a-virtuoso-preview-property-united-states,"The Huntington Hotel - A Virtuoso Preview Property","San Francisco",United States,"",https://media.virtuoso.com/m/Images/Brochures/18222634_2_0_0221.jpg,,
the-imperial-new-delhi-india,"The Imperial New Delhi","New Delhi",India,"",https://media.virtuoso.com/m/Images/Brochures/4218_2_0_0301.jpg,,
the-inns-of-aurora-united-states,"The Inns of Aurora","Aurora",United States,"",https://media.virtuoso.com/m/Images/Brochures/16393432_2_66_0221.jpg,,
the-k-club-ireland,"The K Club","Kildare",Ireland,"",https://media.virtuoso.com/m/Images/Brochures/3793_2_0_0228.jpg,,
the-largo-portugal,"The Largo","Porto",Portugal,"",https://media.virtuoso.com/m/Images/Brochures/18382401_2_0_0326.jpg,,
the-leela-palace-udaipur-india,"The Leela Palace Udaipur","Udaipur",India,"",https://media.virtuoso.com/m/Images/Brochures/14158257_2_0_0307.jpg,,
the-lodge-at-torrey-pines-united-states,"The Lodge at Torrey Pines","San Diego",United States,"",https://media.virtuoso.com/m/Images/Brochures/4376_2_0_0302.jpg,,
the-lowell-united-states,"The Lowell","New York City",United States,"",https://media.virtuoso.com/m/Images/Brochures/4083_2_115_0312.jpg,,
the-nautilus-maldives-maldives,"The Nautilus Maldives","Thiladhoo",Maldives,"",https://media.virtuoso.com/m/Images/Brochures/16377194_2_0_0304.jpg,,
the-one-monumental-palace-portugal,"The One Monumental Palace","Porto",Portugal,"",https://media.virtuoso.com/m/Images/Brochures/16508161_2_0_0308.jpg,,
the-palms-turks-caicos-turks-and-caicos-islands,"The Palms Turks & Caicos","Providenciales",Turks And Caicos Islands,"",https://media.virtuoso.com/m/Images/Brochures/12038111_2_0_0310.jpg,,
the-phoenicia-malta-malta,"The Phoenicia Malta","Floriana",Malta,"",https://media.virtuoso.com/m/Images/Brochures/16579930_2_0_0310.jpg,,
the-puli-shanghai-china,"The PuLi Shanghai","Shanghai",China,"",https://media.virtuoso.com/m/Images/Brochures/5601896_2_2_0313.jpg,,
the-reef-at-atlantis-bahamas,"The Reef at Atlantis","Nassau",Bahamas,"",https://media.virtuoso.com/m/Images/Brochures/4631_2_0_0308.jpg,,
the-royal-crescent-hotel-spa-united-kingdom,"The Royal Crescent Hotel & Spa","Bath",United Kingdom,"",https://media.virtuoso.com/m/Images/Brochures/15366860_2_53_0319.jpg,,
the-samling-hotel-united-kingdom,"The Samling Hotel","Windermere",United Kingdom,"",https://media.virtuoso.com/m/Images/Brochures/16118033_2_0_0228.jpg,,
the-stafford-london-united-kingdom,"The Stafford London","London",United Kingdom,"",https://media.virtuoso.com/m/Images/Brochures/3836_2_0_0318.jpg,,
the-tides-inn-united-states,"The Tides Inn","Irvington",United States,"",https://media.virtuoso.com/m/Images/Brochures/18375306_2_0_0312.jpg,,
tierra-atacama-chile,"Tierra Atacama","San Pedro de Atacama",Chile,"",https://media.virtuoso.com/m/Images/Brochures/15394797_2_34_0305.jpg,,
tortuga-bay-puntacana-dominican-republic,"Tortuga Bay Puntacana","Punta Cana",Dominican Republic,"",https://media.virtuoso.com/m/Images/Brochures/4013_2_0_0306.jpg,,
twin-farms-united-states,"Twin Farms","Barnard",United States,"",https://media.virtuoso.com/m/Images/Brochures/4468_2_0_0311.jpg,,
txai-resort-itacare-brazil,"Txai Resort Itacare","Itacaré",Brazil,"",https://media.virtuoso.com/m/Images/Brochures/15262377_2_0_0308.jpg,,
vermelho-melides-portugal,"Vermelho Melides","Melides",Portugal,"",https://media.virtuoso.com/m/Images/Brochures/18048740_2_0_0228.jpg,,
villa-dubrovnik-croatia,"Villa Dubrovnik","Dubrovnik",Croatia,"",https://media.virtuoso.com/m/Images/Brochures/6616859_2_0_0316.jpg,,
villa-e-palazzo-aminta-italy,"Villa e Palazzo Aminta","Stresa",Italy,"",https://media.virtuoso.com/m/Images/Brochures/3905_2_1_0313.jpg,,
villa-eden-the-private-retreat-italy,"Villa Eden - The Private Retreat","Merano",Italy,"",https://media.virtuoso.com/m/Images/Brochures/16780967_2_0_0315.jpg,,
villa-franca-positano-italy,"Villa Franca Positano","Positano",Italy,"",https://media.virtuoso.com/m/Images/Brochures/16369140_2_0_0312.jpg,,
villa-gallici-france,"Villa Gallici","Aix-en-Provence",France,"",https://media.virtuoso.com/m/Images/Brochures/3914_2_0_0306.jpg,,
villa-korta-katarina-croatia,"Villa Korta Katarina","Orebic",Croatia,"",https://media.virtuoso.com/m/Images/Brochures/16218438_2_0_0303.jpg,,
villa-maria-cristina-mexico,"Villa Maria Cristina","Guanajuato",Mexico,"",https://media.virtuoso.com/m/Images/Brochures/5782331_2_0_0313.jpg,,
villa-marina-capri-italy,"Villa Marina Capri","Capri",Italy,"",https://media.virtuoso.com/m/Images/Brochures/18385788_2_0_0326.jpg,,
villa-nai-33-croatia,"Villa Nai 3.3","Žman",Croatia,"",https://media.virtuoso.com/m/Images/Brochures/16692338_2_0_0223.jpg,,
villa-principe-leopoldo-switzerland,"Villa Principe Leopoldo","Lugano",Switzerland,"",https://media.virtuoso.com/m/Images/Brochures/4491_2_0_0311.jpg,,
villa-roma-imperiale-italy,"Villa Roma Imperiale","Forte Dei Marmi",Italy,"",https://media.virtuoso.com/m/Images/Brochures/4421_2_2_0311.jpg,,
wakaya-private-island-resort-fiji,"Wakaya Private Island Resort","Wakaya Island",Fiji,"",https://media.virtuoso.com/m/Images/Brochures/3893_2_0_0301.jpg,,
wharekauhau-country-estate-new-zealand,"Wharekauhau Country Estate","Featherston",New Zealand,"",https://media.virtuoso.com/m/Images/Brochures/4105_2_0_0311.jpg,,
widder-hotel-switzerland,"Widder Hotel","Zurich",Switzerland,"",https://media.virtuoso.com/m/Images/Brochures/3954_2_0_0306.jpg,,
winvian-farm-united-states,"Winvian Farm","Morris",United States,"",https://media.virtuoso.com/m/Images/Brochures/955118_2_11_0312.jpg,,